,LEA,School State,School,Year,Category,Sex,Total_Disability,no_IEP,Total,LEP,Race,Count
1865,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: Referral to law enforcement,F,0.0,0.0,0.0,0.0,Asian,0.0
1866,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: School-related arrest,M,2.0,0.0,2.0,0.0,Asian,0.0
1867,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWD: School-related arrest,F,0.0,0.0,0.0,0.0,Asian,0.0
1868,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Corporal punishment,M,,,0.0,0.0,Asian,0.0
1869,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Corporal punishment,F,,,0.0,0.0,Asian,0.0
1870,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Students receiving one or more in-school suspensions,M,,,11.0,0.0,Asian,0.0
1871,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Students receiving one or more in-school suspensions,F,,,8.0,0.0,Asian,0.0
1872,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Students receiving only one out-of-school suspension,M,,,23.0,0.0,Asian,0.0
1873,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Students receiving only one out-of-school suspension,F,,,29.0,0.0,Asian,0.0
1874,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Students receiving more than one out-of-school suspension,M,,,14.0,0.0,Asian,0.0
1875,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Students receiving more than one out-of-school suspension,F,,,11.0,0.0,Asian,0.0
1876,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Expulsions with educational services,M,,,0.0,0.0,Asian,0.0
1877,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Expulsions with educational services,F,,,0.0,0.0,Asian,0.0
1878,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Expulsions without educational services,M,,,0.0,0.0,Asian,0.0
1879,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Expulsions without educational services,F,,,0.0,0.0,Asian,0.0
1880,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Expulsions under zero-tolerance policies,M,,,0.0,0.0,Asian,0.0
1881,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Expulsions under zero-tolerance policies,F,,,0.0,0.0,Asian,0.0
1882,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Transferred to Alternative School,M,,,17.0,0.0,Asian,0.0
1883,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Transferred to Alternative School,F,,,11.0,0.0,Asian,0.0
1884,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Referral to law enforcement,M,,,2.0,0.0,Asian,0.0
1885,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: Referral to law enforcement,F,,,2.0,0.0,Asian,0.0
1886,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: School-related arrest,M,,,2.0,0.0,Asian,0.0
1887,ST. LOUIS CITY,MO,SUMNER HIGH,2015,SWOD: School-related arrest,F,,,2.0,0.0,Asian,0.0
1888,ST. LOUIS CITY,MO,SUMNER HIGH,2015,Total enrollment,M,,,184.0,0.0,Asian,0.0
1889,ST. LOUIS CITY,MO,SUMNER HIGH,2015,Total enrollment,F,,,164.0,0.0,Asian,0.0
1890,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Corporal punishment,M,0.0,0.0,0.0,0.0,Asian,0.0
1891,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Corporal punishment,F,0.0,0.0,0.0,0.0,Asian,0.0
1892,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Students receiving one or more in-school suspensions,M,24.0,0.0,24.0,2.0,Asian,2.0
1893,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Students receiving one or more in-school suspensions,F,7.0,0.0,7.0,0.0,Asian,0.0
1894,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Students receiving only one out-of-school suspension,M,7.0,0.0,7.0,2.0,Asian,2.0
1895,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Students receiving only one out-of-school suspension,F,0.0,0.0,0.0,0.0,Asian,0.0
1896,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Students receiving more than one out-of-school suspension,M,4.0,0.0,4.0,0.0,Asian,0.0
1897,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Students receiving more than one out-of-school suspension,F,0.0,0.0,0.0,0.0,Asian,0.0
1898,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Expulsions with educational services,M,0.0,0.0,0.0,0.0,Asian,0.0
1899,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Expulsions with educational services,F,0.0,0.0,0.0,0.0,Asian,0.0
1900,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Expulsions without educational services,M,0.0,0.0,0.0,0.0,Asian,0.0
1901,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Expulsions without educational services,F,0.0,0.0,0.0,0.0,Asian,0.0
1902,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Expulsions under zero-tolerance policies,M,0.0,0.0,0.0,0.0,Asian,0.0
1903,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Expulsions under zero-tolerance policies,F,0.0,0.0,0.0,0.0,Asian,0.0
1904,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Transferred to Alternative School,M,4.0,0.0,4.0,2.0,Asian,2.0
1905,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Transferred to Alternative School,F,2.0,0.0,2.0,0.0,Asian,0.0
1906,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Referral to law enforcement,M,2.0,0.0,2.0,0.0,Asian,0.0
1907,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: Referral to law enforcement,F,0.0,0.0,0.0,0.0,Asian,0.0
1908,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: School-related arrest,M,2.0,0.0,2.0,0.0,Asian,0.0
1909,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWD: School-related arrest,F,0.0,0.0,0.0,0.0,Asian,0.0
1910,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Corporal punishment,M,,,0.0,0.0,Asian,0.0
1911,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Corporal punishment,F,,,0.0,0.0,Asian,0.0
1912,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Students receiving one or more in-school suspensions,M,,,63.0,2.0,Asian,0.0
1913,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Students receiving one or more in-school suspensions,F,,,29.0,0.0,Asian,0.0
1914,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Students receiving only one out-of-school suspension,M,,,19.0,2.0,Asian,0.0
1915,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Students receiving only one out-of-school suspension,F,,,8.0,0.0,Asian,0.0
1916,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Students receiving more than one out-of-school suspension,M,,,0.0,0.0,Asian,0.0
1917,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Students receiving more than one out-of-school suspension,F,,,2.0,0.0,Asian,0.0
1918,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Expulsions with educational services,M,,,0.0,0.0,Asian,0.0
1919,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Expulsions with educational services,F,,,0.0,0.0,Asian,0.0
1920,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Expulsions without educational services,M,,,0.0,0.0,Asian,0.0
1921,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Expulsions without educational services,F,,,0.0,0.0,Asian,0.0
1922,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Expulsions under zero-tolerance policies,M,,,0.0,0.0,Asian,0.0
1923,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Expulsions under zero-tolerance policies,F,,,0.0,0.0,Asian,0.0
1924,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Transferred to Alternative School,M,,,2.0,2.0,Asian,0.0
1925,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Transferred to Alternative School,F,,,0.0,0.0,Asian,0.0
1926,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Referral to law enforcement,M,,,2.0,0.0,Asian,0.0
1927,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: Referral to law enforcement,F,,,0.0,0.0,Asian,0.0
1928,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: School-related arrest,M,,,2.0,0.0,Asian,0.0
1929,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,SWOD: School-related arrest,F,,,0.0,0.0,Asian,0.0
1930,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,Total enrollment,M,,,229.0,5.0,Asian,2.0
1931,ST. LOUIS CITY,MO,CARNAHAN SCH. OF THE FUTURE,2015,Total enrollment,F,,,155.0,5.0,Asian,2.0
1932,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Corporal punishment,M,0.0,0.0,0.0,0.0,Asian,0.0
1933,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Corporal punishment,F,0.0,0.0,0.0,0.0,Asian,0.0
1934,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Students receiving one or more in-school suspensions,M,48.0,0.0,48.0,2.0,Asian,0.0
1935,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Students receiving one or more in-school suspensions,F,21.0,2.0,23.0,0.0,Asian,0.0
1936,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Students receiving only one out-of-school suspension,M,13.0,0.0,13.0,0.0,Asian,0.0
1937,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Students receiving only one out-of-school suspension,F,7.0,0.0,7.0,0.0,Asian,0.0
1938,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Students receiving more than one out-of-school suspension,M,9.0,0.0,9.0,0.0,Asian,0.0
1939,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Students receiving more than one out-of-school suspension,F,0.0,0.0,0.0,0.0,Asian,0.0
1940,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Expulsions with educational services,M,0.0,0.0,0.0,0.0,Asian,0.0
1941,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Expulsions with educational services,F,0.0,0.0,0.0,0.0,Asian,0.0
1942,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Expulsions without educational services,M,0.0,0.0,0.0,0.0,Asian,0.0
1943,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Expulsions without educational services,F,0.0,0.0,0.0,0.0,Asian,0.0
1944,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Expulsions under zero-tolerance policies,M,0.0,0.0,0.0,0.0,Asian,0.0
1945,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Expulsions under zero-tolerance policies,F,0.0,0.0,0.0,0.0,Asian,0.0
1946,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Transferred to Alternative School,M,10.0,0.0,10.0,0.0,Asian,0.0
1947,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Transferred to Alternative School,F,2.0,0.0,2.0,0.0,Asian,0.0
1948,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Referral to law enforcement,M,2.0,0.0,2.0,0.0,Asian,0.0
1949,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: Referral to law enforcement,F,0.0,0.0,0.0,0.0,Asian,0.0
1950,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: School-related arrest,M,2.0,0.0,2.0,0.0,Asian,0.0
1951,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWD: School-related arrest,F,0.0,0.0,0.0,0.0,Asian,0.0
1952,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Corporal punishment,M,,,0.0,0.0,Asian,0.0
1953,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Corporal punishment,F,,,0.0,0.0,Asian,0.0
1954,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Students receiving one or more in-school suspensions,M,,,113.0,11.0,Asian,2.0
1955,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Students receiving one or more in-school suspensions,F,,,123.0,5.0,Asian,0.0
1956,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Students receiving only one out-of-school suspension,M,,,22.0,5.0,Asian,0.0
1957,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Students receiving only one out-of-school suspension,F,,,19.0,0.0,Asian,0.0
1958,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Students receiving more than one out-of-school suspension,M,,,5.0,0.0,Asian,0.0
1959,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Students receiving more than one out-of-school suspension,F,,,12.0,2.0,Asian,0.0
1960,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Expulsions with educational services,M,,,0.0,0.0,Asian,0.0
1961,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Expulsions with educational services,F,,,0.0,0.0,Asian,0.0
1962,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Expulsions without educational services,M,,,0.0,0.0,Asian,0.0
1963,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Expulsions without educational services,F,,,0.0,0.0,Asian,0.0
1964,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Expulsions under zero-tolerance policies,M,,,0.0,0.0,Asian,0.0
1965,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Expulsions under zero-tolerance policies,F,,,0.0,0.0,Asian,0.0
1966,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Transferred to Alternative School,M,,,4.0,2.0,Asian,0.0
1967,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Transferred to Alternative School,F,,,4.0,2.0,Asian,0.0
1968,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Referral to law enforcement,M,,,2.0,2.0,Asian,0.0
1969,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: Referral to law enforcement,F,,,2.0,2.0,Asian,0.0
1970,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: School-related arrest,M,,,2.0,2.0,Asian,0.0
1971,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,SWOD: School-related arrest,F,,,2.0,2.0,Asian,0.0
1972,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,Total enrollment,M,,,251.0,29.0,Asian,5.0
1973,ST. LOUIS CITY,MO,ROOSEVELT HIGH,2015,Total enrollment,F,,,235.0,17.0,Asian,2.0
1974,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Corporal punishment,M,0.0,0.0,0.0,0.0,Asian,0.0
1975,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Corporal punishment,F,0.0,0.0,0.0,0.0,Asian,0.0
1976,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Students receiving one or more in-school suspensions,M,17.0,2.0,19.0,0.0,Asian,0.0
1977,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Students receiving one or more in-school suspensions,F,2.0,0.0,2.0,0.0,Asian,0.0
1978,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Students receiving only one out-of-school suspension,M,0.0,0.0,0.0,0.0,Asian,0.0
1979,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Students receiving only one out-of-school suspension,F,0.0,0.0,0.0,0.0,Asian,0.0
1980,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Students receiving more than one out-of-school suspension,M,2.0,0.0,2.0,0.0,Asian,0.0
1981,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Students receiving more than one out-of-school suspension,F,0.0,0.0,0.0,0.0,Asian,0.0
1982,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Expulsions with educational services,M,0.0,0.0,0.0,0.0,Asian,0.0
1983,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Expulsions with educational services,F,0.0,0.0,0.0,0.0,Asian,0.0
1984,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Expulsions without educational services,M,0.0,0.0,0.0,0.0,Asian,0.0
1985,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Expulsions without educational services,F,0.0,0.0,0.0,0.0,Asian,0.0
1986,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Expulsions under zero-tolerance policies,M,0.0,0.0,0.0,0.0,Asian,0.0
1987,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Expulsions under zero-tolerance policies,F,0.0,0.0,0.0,0.0,Asian,0.0
1988,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Transferred to Alternative School,M,2.0,0.0,2.0,0.0,Asian,0.0
1989,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Transferred to Alternative School,F,0.0,0.0,0.0,0.0,Asian,0.0
1990,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Referral to law enforcement,M,0.0,0.0,0.0,0.0,Asian,0.0
1991,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: Referral to law enforcement,F,0.0,0.0,0.0,0.0,Asian,0.0
1992,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: School-related arrest,M,0.0,0.0,0.0,0.0,Asian,0.0
1993,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWD: School-related arrest,F,0.0,0.0,0.0,0.0,Asian,0.0
1994,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Corporal punishment,M,,,0.0,0.0,Asian,0.0
1995,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Corporal punishment,F,,,0.0,0.0,Asian,0.0
1996,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Students receiving one or more in-school suspensions,M,,,149.0,14.0,Asian,2.0
1997,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Students receiving one or more in-school suspensions,F,,,197.0,5.0,Asian,2.0
1998,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Students receiving only one out-of-school suspension,M,,,20.0,0.0,Asian,0.0
1999,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Students receiving only one out-of-school suspension,F,,,43.0,0.0,Asian,0.0
2000,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Students receiving more than one out-of-school suspension,M,,,2.0,0.0,Asian,0.0
2001,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Students receiving more than one out-of-school suspension,F,,,10.0,0.0,Asian,0.0
2002,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Expulsions with educational services,M,,,0.0,0.0,Asian,0.0
2003,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Expulsions with educational services,F,,,0.0,0.0,Asian,0.0
2004,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Expulsions without educational services,M,,,0.0,0.0,Asian,0.0
2005,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Expulsions without educational services,F,,,0.0,0.0,Asian,0.0
2006,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Expulsions under zero-tolerance policies,M,,,0.0,0.0,Asian,0.0
2007,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Expulsions under zero-tolerance policies,F,,,0.0,0.0,Asian,0.0
2008,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Transferred to Alternative School,M,,,5.0,0.0,Asian,0.0
2009,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Transferred to Alternative School,F,,,0.0,0.0,Asian,0.0
2010,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Referral to law enforcement,M,,,2.0,0.0,Asian,0.0
2011,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: Referral to law enforcement,F,,,0.0,0.0,Asian,0.0
2012,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: School-related arrest,M,,,2.0,0.0,Asian,0.0
2013,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,SWOD: School-related arrest,F,,,0.0,0.0,Asian,0.0
2014,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,Total enrollment,M,,,248.0,47.0,Asian,14.0
2015,ST. LOUIS CITY,MO,SOLDAN INTERNATIONAL STUDIES,2015,Total enrollment,F,,,343.0,50.0,Asian,11.0
2016,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWD: Corporal punishment,M,0.0,0.0,0.0,0.0,Asian,0.0
2017,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWD: Corporal punishment,F,0.0,0.0,0.0,0.0,Asian,0.0
2018,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWD: Students receiving one or more in-school suspensions,M,0.0,0.0,0.0,0.0,Asian,0.0
2019,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWD: Students receiving one or more in-school suspensions,F,0.0,0.0,0.0,0.0,Asian,0.0
2020,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWD: Students receiving only one out-of-school suspension,M,0.0,0.0,0.0,0.0,Asian,0.0
2021,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWD: Students receiving only one out-of-school suspension,F,0.0,0.0,0.0,0.0,Asian,0.0
2022,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWD: Students receiving more than one out-of-school suspension,M,0.0,0.0,0.0,0.0,Asian,0.0
2023,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWD: Students receiving more than one out-of-school suspension,F,0.0,0.0,0.0,0.0,Asian,0.0
2024,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWD: Expulsions with educational services,M,0.0,0.0,0.0,0.0,Asian,0.0
2025,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWD: Expulsions with educational services,F,0.0,0.0,0.0,0.0,Asian,0.0
2026,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWD: Expulsions without educational services,M,0.0,0.0,0.0,0.0,Asian,0.0
2027,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWD: Expulsions without educational services,F,0.0,0.0,0.0,0.0,Asian,0.0
2028,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWD: Expulsions under zero-tolerance policies,M,0.0,0.0,0.0,0.0,Asian,0.0
2029,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWD: Expulsions under zero-tolerance policies,F,0.0,0.0,0.0,0.0,Asian,0.0
2030,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWD: Transferred to Alternative School,M,0.0,0.0,0.0,0.0,Asian,0.0
2031,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWD: Transferred to Alternative School,F,0.0,0.0,0.0,0.0,Asian,0.0
2032,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWD: Referral to law enforcement,M,0.0,0.0,0.0,0.0,Asian,0.0
2033,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWD: Referral to law enforcement,F,0.0,0.0,0.0,0.0,Asian,0.0
2034,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWD: School-related arrest,M,0.0,0.0,0.0,0.0,Asian,0.0
2035,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWD: School-related arrest,F,0.0,0.0,0.0,0.0,Asian,0.0
2036,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWOD: Corporal punishment,M,,,0.0,0.0,Asian,0.0
2037,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWOD: Corporal punishment,F,,,0.0,0.0,Asian,0.0
2038,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWOD: Students receiving one or more in-school suspensions,M,,,2.0,0.0,Asian,0.0
2039,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWOD: Students receiving one or more in-school suspensions,F,,,0.0,0.0,Asian,0.0
2040,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWOD: Students receiving only one out-of-school suspension,M,,,8.0,0.0,Asian,0.0
2041,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWOD: Students receiving only one out-of-school suspension,F,,,5.0,0.0,Asian,0.0
2042,ST. LOUIS CITY,MO,MCKINLEY CLASS. LEADERSHIP AC.,2015,SWOD: Students receiving more than one out-of-school suspension,M,,,2.0,0.0,Asian,0.0
